competency_id,program_id,subject_id,competency_type,description
COM-0177,PRG-013,SUB-089,RESEARCH,"Analiza conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0178,PRG-013,SUB-089,PROFESSIONAL,"Integra conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0179,PRG-013,SUB-090,PROFESSIONAL,"Analiza conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0180,PRG-013,SUB-090,RESEARCH,"Integra conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0181,PRG-013,SUB-091,RESEARCH,"Analiza conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0182,PRG-013,SUB-091,PROFESSIONAL,"Integra conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0183,PRG-014,SUB-092,PROFESSIONAL,"Analiza conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0184,PRG-014,SUB-092,RESEARCH,"Integra conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0185,PRG-014,SUB-093,RESEARCH,"Analiza conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0186,PRG-014,SUB-093,PROFESSIONAL,"Integra conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0187,PRG-014,SUB-094,PROFESSIONAL,"Analiza conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0188,PRG-014,SUB-094,RESEARCH,"Integra conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0189,PRG-014,SUB-095,RESEARCH,"Analiza conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0190,PRG-014,SUB-095,PROFESSIONAL,"Integra conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0191,PRG-014,SUB-096,PROFESSIONAL,"Analiza conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0192,PRG-014,SUB-096,RESEARCH,"Integra conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0193,PRG-014,SUB-097,RESEARCH,"Analiza conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0194,PRG-014,SUB-097,PROFESSIONAL,"Integra conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0195,PRG-014,SUB-098,PROFESSIONAL,"Analiza conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0196,PRG-014,SUB-098,RESEARCH,"Integra conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0197,PRG-015,SUB-099,RESEARCH,"Analiza conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0198,PRG-015,SUB-099,PROFESSIONAL,"Integra conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0199,PRG-015,SUB-100,PROFESSIONAL,"Analiza conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0200,PRG-015,SUB-100,RESEARCH,"Integra conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0201,PRG-015,SUB-101,RESEARCH,"Analiza conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0202,PRG-015,SUB-101,PROFESSIONAL,"Integra conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0203,PRG-015,SUB-102,PROFESSIONAL,"Analiza conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0204,PRG-015,SUB-102,RESEARCH,"Integra conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0205,PRG-015,SUB-103,RESEARCH,"Analiza conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0206,PRG-015,SUB-103,PROFESSIONAL,"Integra conceptos, datos y métodos de infraestructura sostenible para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0207,PRG-015,SUB-104,PROFESSIONAL,"Analiza conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0208,PRG-015,SUB-104,RESEARCH,"Integra conceptos, datos y métodos de gestión del riesgo para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0209,PRG-015,SUB-105,RESEARCH,"Analiza conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0210,PRG-015,SUB-105,PROFESSIONAL,"Integra conceptos, datos y métodos de modelamiento ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0211,PRG-016,SUB-106,PROFESSIONAL,"Analiza conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0212,PRG-016,SUB-106,RESEARCH,"Integra conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0213,PRG-016,SUB-107,RESEARCH,"Analiza conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0214,PRG-016,SUB-107,PROFESSIONAL,"Integra conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0215,PRG-016,SUB-108,PROFESSIONAL,"Analiza conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0216,PRG-016,SUB-108,RESEARCH,"Integra conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0217,PRG-016,SUB-109,RESEARCH,"Analiza conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0218,PRG-016,SUB-109,PROFESSIONAL,"Integra conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0219,PRG-016,SUB-110,PROFESSIONAL,"Analiza conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0220,PRG-016,SUB-110,RESEARCH,"Integra conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0221,PRG-016,SUB-111,RESEARCH,"Analiza conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0222,PRG-016,SUB-111,PROFESSIONAL,"Integra conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0223,PRG-016,SUB-112,PROFESSIONAL,"Analiza conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0224,PRG-016,SUB-112,RESEARCH,"Integra conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0225,PRG-017,SUB-113,RESEARCH,"Analiza conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0226,PRG-017,SUB-113,PROFESSIONAL,"Integra conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0227,PRG-017,SUB-114,PROFESSIONAL,"Analiza conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0228,PRG-017,SUB-114,RESEARCH,"Integra conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0229,PRG-017,SUB-115,RESEARCH,"Analiza conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0230,PRG-017,SUB-115,PROFESSIONAL,"Integra conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0231,PRG-017,SUB-116,PROFESSIONAL,"Analiza conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0232,PRG-017,SUB-116,RESEARCH,"Integra conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0233,PRG-017,SUB-117,RESEARCH,"Analiza conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0234,PRG-017,SUB-117,PROFESSIONAL,"Integra conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0235,PRG-017,SUB-118,PROFESSIONAL,"Analiza conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0236,PRG-017,SUB-118,RESEARCH,"Integra conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0237,PRG-017,SUB-119,RESEARCH,"Analiza conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0238,PRG-017,SUB-119,PROFESSIONAL,"Integra conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0239,PRG-018,SUB-120,PROFESSIONAL,"Analiza conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0240,PRG-018,SUB-120,RESEARCH,"Integra conceptos, datos y métodos de modelamiento matemático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0241,PRG-018,SUB-121,RESEARCH,"Analiza conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0242,PRG-018,SUB-121,PROFESSIONAL,"Integra conceptos, datos y métodos de estadística aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0243,PRG-018,SUB-122,PROFESSIONAL,"Analiza conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0244,PRG-018,SUB-122,RESEARCH,"Integra conceptos, datos y métodos de ciencia de datos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0245,PRG-018,SUB-123,RESEARCH,"Analiza conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0246,PRG-018,SUB-123,PROFESSIONAL,"Integra conceptos, datos y métodos de procesamiento de señales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0247,PRG-018,SUB-124,PROFESSIONAL,"Analiza conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0248,PRG-018,SUB-124,RESEARCH,"Integra conceptos, datos y métodos de series temporales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0249,PRG-018,SUB-125,RESEARCH,"Analiza conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0250,PRG-018,SUB-125,PROFESSIONAL,"Integra conceptos, datos y métodos de aprendizaje automático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0251,PRG-018,SUB-126,PROFESSIONAL,"Analiza conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0252,PRG-018,SUB-126,RESEARCH,"Integra conceptos, datos y métodos de procesamiento de lenguaje natural para resolver problemas contextualizados con criterios de pertinencia y evidencia."
