researcher_id,expertise_id,expertise_name,expertise_type,proficiency_level,years_experience,evidence_source
INV-076,EXP-0301,optimización,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-076,EXP-0302,series temporales,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-076,EXP-0303,recuperación de información,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-076,EXP-0304,modelamiento estadístico,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-077,EXP-0305,optimización,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-077,EXP-0306,economía regional,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-077,EXP-0307,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-077,EXP-0308,análisis causal,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-078,EXP-0309,series temporales,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-078,EXP-0310,optimización,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-078,EXP-0311,diseño experimental,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-078,EXP-0312,optimización,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-079,EXP-0313,innovación organizacional,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-079,EXP-0314,optimización,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-079,EXP-0315,recuperación de información,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-079,EXP-0316,diseño experimental,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-080,EXP-0317,series temporales,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-080,EXP-0318,analítica empresarial,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-080,EXP-0319,análisis causal,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-080,EXP-0320,series temporales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-081,EXP-0321,analítica empresarial,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-081,EXP-0322,riesgo financiero,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-081,EXP-0323,simulación,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-081,EXP-0324,procesamiento de señales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-082,EXP-0325,optimización,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-082,EXP-0326,series temporales,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-082,EXP-0327,clasificación supervisada,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-082,EXP-0328,simulación,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-083,EXP-0329,economía regional,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-083,EXP-0330,series temporales,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-083,EXP-0331,análisis causal,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-083,EXP-0332,modelos probabilísticos,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-084,EXP-0333,economía regional,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-084,EXP-0334,innovación organizacional,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-084,EXP-0335,simulación,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-084,EXP-0336,modelos probabilísticos,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-085,EXP-0337,innovación organizacional,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-085,EXP-0338,optimización,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-085,EXP-0339,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-085,EXP-0340,modelos probabilísticos,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-086,EXP-0341,optimización,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-086,EXP-0342,innovación organizacional,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-086,EXP-0343,diseño experimental,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-086,EXP-0344,series temporales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-087,EXP-0345,riesgo financiero,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-087,EXP-0346,series temporales,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-087,EXP-0347,clasificación supervisada,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-087,EXP-0348,simulación,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-088,EXP-0349,economía regional,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-088,EXP-0350,optimización,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-088,EXP-0351,diseño experimental,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-088,EXP-0352,modelamiento estadístico,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-089,EXP-0353,analítica empresarial,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-089,EXP-0354,optimización,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-089,EXP-0355,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-089,EXP-0356,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-090,EXP-0357,optimización,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-090,EXP-0358,series temporales,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-090,EXP-0359,optimización,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-090,EXP-0360,análisis causal,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-091,EXP-0361,economía regional,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-091,EXP-0362,series temporales,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-091,EXP-0363,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-091,EXP-0364,procesamiento de señales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-092,EXP-0365,riesgo financiero,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-092,EXP-0366,economía regional,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-092,EXP-0367,análisis causal,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-092,EXP-0368,modelamiento estadístico,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-093,EXP-0369,innovación organizacional,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-093,EXP-0370,series temporales,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-093,EXP-0371,recuperación de información,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-093,EXP-0372,modelamiento estadístico,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-094,EXP-0373,riesgo financiero,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-094,EXP-0374,optimización,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-094,EXP-0375,recuperación de información,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-094,EXP-0376,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-095,EXP-0377,series temporales,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-095,EXP-0378,optimización,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-095,EXP-0379,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-095,EXP-0380,diseño experimental,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-096,EXP-0381,innovación organizacional,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-096,EXP-0382,analítica empresarial,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-096,EXP-0383,procesamiento de señales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-096,EXP-0384,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-097,EXP-0385,innovación organizacional,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-097,EXP-0386,riesgo financiero,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-097,EXP-0387,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-097,EXP-0388,análisis causal,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-098,EXP-0389,procesamiento de señales fisiológicas,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-098,EXP-0390,salud,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-098,EXP-0391,procesamiento de señales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-098,EXP-0392,clasificación,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-099,EXP-0393,economía regional,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-099,EXP-0394,optimización,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-099,EXP-0395,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-099,EXP-0396,modelos probabilísticos,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-100,EXP-0397,currículo,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-100,EXP-0398,analítica del aprendizaje,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-100,EXP-0399,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-100,EXP-0400,análisis causal,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-101,EXP-0401,currículo,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-101,EXP-0402,analítica del aprendizaje,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-101,EXP-0403,modelamiento estadístico,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-101,EXP-0404,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-102,EXP-0405,analítica del aprendizaje,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-102,EXP-0406,cognición,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-102,EXP-0407,modelamiento estadístico,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-102,EXP-0408,diseño experimental,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-103,EXP-0409,currículo,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-103,EXP-0410,tecnología educativa,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-103,EXP-0411,clasificación supervisada,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-103,EXP-0412,simulación,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-104,EXP-0413,currículo,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-104,EXP-0414,tecnología educativa,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-104,EXP-0415,diseño experimental,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-104,EXP-0416,optimización,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-105,EXP-0417,procesamiento de lenguaje,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-105,EXP-0418,currículo,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-105,EXP-0419,simulación,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-105,EXP-0420,diseño experimental,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-106,EXP-0421,tecnología educativa,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-106,EXP-0422,analítica del aprendizaje,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-106,EXP-0423,optimización,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-106,EXP-0424,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-107,EXP-0425,permanencia estudiantil,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-107,EXP-0426,procesamiento de lenguaje,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-107,EXP-0427,análisis causal,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-107,EXP-0428,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-108,EXP-0429,currículo,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-108,EXP-0430,analítica del aprendizaje,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-108,EXP-0431,optimización,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-108,EXP-0432,modelos probabilísticos,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-109,EXP-0433,procesamiento de lenguaje,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-109,EXP-0434,analítica del aprendizaje,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-109,EXP-0435,diseño experimental,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-109,EXP-0436,simulación,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-110,EXP-0437,cognición,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-110,EXP-0438,permanencia estudiantil,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-110,EXP-0439,simulación,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-110,EXP-0440,optimización,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-111,EXP-0441,analítica del aprendizaje,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-111,EXP-0442,permanencia estudiantil,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-111,EXP-0443,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-111,EXP-0444,clasificación supervisada,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-112,EXP-0445,procesamiento de lenguaje,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-112,EXP-0446,permanencia estudiantil,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-112,EXP-0447,clasificación supervisada,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-112,EXP-0448,recuperación de información,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-113,EXP-0449,currículo,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-113,EXP-0450,permanencia estudiantil,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-113,EXP-0451,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-113,EXP-0452,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-114,EXP-0453,currículo,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-114,EXP-0454,analítica del aprendizaje,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-114,EXP-0455,análisis causal,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-114,EXP-0456,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-115,EXP-0457,analítica del aprendizaje,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-115,EXP-0458,tecnología educativa,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-115,EXP-0459,análisis causal,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-115,EXP-0460,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-116,EXP-0461,analítica del aprendizaje,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-116,EXP-0462,permanencia estudiantil,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-116,EXP-0463,recuperación de información,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-116,EXP-0464,análisis causal,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-117,EXP-0465,analítica del aprendizaje,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-117,EXP-0466,permanencia estudiantil,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-117,EXP-0467,simulación,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-117,EXP-0468,clasificación supervisada,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-118,EXP-0469,currículo,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-118,EXP-0470,analítica del aprendizaje,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-118,EXP-0471,diseño experimental,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-118,EXP-0472,recuperación de información,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-119,EXP-0473,tecnología educativa,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-119,EXP-0474,permanencia estudiantil,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-119,EXP-0475,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-119,EXP-0476,modelos probabilísticos,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-120,EXP-0477,analítica del aprendizaje,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-120,EXP-0478,permanencia estudiantil,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-120,EXP-0479,series temporales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-120,EXP-0480,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-121,EXP-0481,currículo,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-121,EXP-0482,analítica del aprendizaje,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-121,EXP-0483,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-121,EXP-0484,procesamiento de señales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-122,EXP-0485,analítica del aprendizaje,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-122,EXP-0486,tecnología educativa,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-122,EXP-0487,clasificación supervisada,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-122,EXP-0488,análisis causal,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-123,EXP-0489,tecnología educativa,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-123,EXP-0490,currículo,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-123,EXP-0491,optimización,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-123,EXP-0492,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-124,EXP-0493,permanencia estudiantil,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-124,EXP-0494,cognición,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-124,EXP-0495,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-124,EXP-0496,procesamiento de señales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-125,EXP-0497,permanencia estudiantil,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-125,EXP-0498,cognición,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-125,EXP-0499,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-125,EXP-0500,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-126,EXP-0501,cognición,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-126,EXP-0502,permanencia estudiantil,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-126,EXP-0503,recuperación de información,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-126,EXP-0504,simulación,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-127,EXP-0505,procesamiento de lenguaje,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-127,EXP-0506,tecnología educativa,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-127,EXP-0507,simulación,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-127,EXP-0508,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-128,EXP-0509,calidad del agua,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-128,EXP-0510,monitoreo ambiental,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-128,EXP-0511,recuperación de información,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-128,EXP-0512,clasificación supervisada,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-129,EXP-0513,infraestructura inteligente,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-129,EXP-0514,cambio climático,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-129,EXP-0515,diseño experimental,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-129,EXP-0516,modelos probabilísticos,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-130,EXP-0517,sostenibilidad,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-130,EXP-0518,calidad del agua,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-130,EXP-0519,clasificación supervisada,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-130,EXP-0520,modelos probabilísticos,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-131,EXP-0521,sostenibilidad,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-131,EXP-0522,calidad del agua,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-131,EXP-0523,clasificación supervisada,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-131,EXP-0524,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-132,EXP-0525,sostenibilidad,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-132,EXP-0526,cambio climático,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-132,EXP-0527,recuperación de información,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-132,EXP-0528,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-133,EXP-0529,infraestructura inteligente,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-133,EXP-0530,calidad del agua,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-133,EXP-0531,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-133,EXP-0532,simulación,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-134,EXP-0533,cambio climático,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-134,EXP-0534,sostenibilidad,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-134,EXP-0535,modelos probabilísticos,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-134,EXP-0536,procesamiento de señales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-135,EXP-0537,cambio climático,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-135,EXP-0538,calidad del agua,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-135,EXP-0539,optimización,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-135,EXP-0540,modelamiento estadístico,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-136,EXP-0541,monitoreo ambiental,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-136,EXP-0542,cambio climático,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-136,EXP-0543,procesamiento de señales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-136,EXP-0544,modelamiento estadístico,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-137,EXP-0545,calidad del agua,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-137,EXP-0546,ambiente,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-137,EXP-0547,análisis multivariado,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-137,EXP-0548,diseño experimental,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-138,EXP-0549,cambio climático,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-138,EXP-0550,territorio,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-138,EXP-0551,procesamiento de señales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-138,EXP-0552,optimización,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-139,EXP-0553,cambio climático,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-139,EXP-0554,sostenibilidad,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-139,EXP-0555,modelos probabilísticos,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-139,EXP-0556,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-140,EXP-0557,territorio,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-140,EXP-0558,sostenibilidad,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-140,EXP-0559,simulación,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-140,EXP-0560,recuperación de información,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-141,EXP-0561,infraestructura inteligente,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-141,EXP-0562,territorio,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-141,EXP-0563,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-141,EXP-0564,optimización,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-142,EXP-0565,calidad del agua,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-142,EXP-0566,monitoreo ambiental,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-142,EXP-0567,recuperación de información,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-142,EXP-0568,análisis causal,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-143,EXP-0569,territorio,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-143,EXP-0570,calidad del agua,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-143,EXP-0571,diseño experimental,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-143,EXP-0572,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-144,EXP-0573,monitoreo ambiental,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-144,EXP-0574,cambio climático,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-144,EXP-0575,modelos probabilísticos,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-144,EXP-0576,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-145,EXP-0577,sostenibilidad,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-145,EXP-0578,cambio climático,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-145,EXP-0579,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-145,EXP-0580,modelos probabilísticos,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-146,EXP-0581,cambio climático,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-146,EXP-0582,calidad del agua,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-146,EXP-0583,modelos probabilísticos,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-146,EXP-0584,diseño experimental,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-147,EXP-0585,calidad del agua,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-147,EXP-0586,sostenibilidad,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-147,EXP-0587,optimización,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-147,EXP-0588,análisis causal,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-148,EXP-0589,infraestructura inteligente,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-148,EXP-0590,sostenibilidad,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-148,EXP-0591,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-148,EXP-0592,modelos probabilísticos,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-149,EXP-0593,calidad del agua,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-149,EXP-0594,sostenibilidad,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-149,EXP-0595,modelos probabilísticos,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-149,EXP-0596,diseño experimental,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-150,EXP-0597,sostenibilidad,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-150,EXP-0598,monitoreo ambiental,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-150,EXP-0599,clasificación supervisada,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-150,EXP-0600,modelos probabilísticos,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-151,EXP-0601,territorio,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-151,EXP-0602,infraestructura inteligente,DOMAIN,4,3,PROFILE_AND_OUTPUTS
