project_id,title,project_type,status,problem_statement,abstract,general_objective,methodology,expected_results,application_context,faculty_id,program_id,group_id,start_year,end_year,keywords,disciplinary_area,funding_type,source_document
PRJ-048,Vigilancia Poblacional: an applied study for riesgo sanitario,APPLIED_RESEARCH,COMPLETED,"Existing information about vigilancia poblacional is fragmented across academic and institutional sources, limiting timely analysis.","This project investigates vigilancia poblacional in relation to riesgo sanitario, using modelos dinámicos. It focuses on institutional evidence and reproducible decision support.",Develop and evaluate an approach based on modelos dinámicos to connect evidence related to vigilancia poblacional and riesgo sanitario.,"Applied study combining data integration, modelos dinámicos, validation and traceable analysis.","Expected outputs include validated evidence, prioritized findings and a reproducible analytical component.",riesgo sanitario,FAC-002,PRG-006,GRP-006,2022,2023,vigilancia poblacional;modelos dinámicos;riesgo sanitario,Seguridad y Salud en el Trabajo,INTERNAL,
PRJ-049,Análisis aplicado de historias clínicas para fortalecer interoperabilidad,INSTITUTIONAL,FORMULATION,La información sobre historias clínicas se encuentra distribuida y existen dificultades para relacionarla con interoperabilidad de manera verificable.,"Proyecto orientado a estudiar historias clínicas y su relación con interoperabilidad, integrando evidencia institucional y un enfoque de ciberseguridad.",Desarrollar y evaluar un enfoque de ciberseguridad que permita analizar historias clínicas y generar evidencia útil para interoperabilidad.,"Integración de fuentes, preparación de datos, ciberseguridad, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con interoperabilidad.",interoperabilidad,FAC-002,PRG-006,GRP-007,2025,2026,historias clínicas;ciberseguridad;interoperabilidad,Seguridad y Salud en el Trabajo,PUBLIC_CALL,
PRJ-050,Modelo institucional para privacidad y su relación con clinical data security,APPLIED_RESEARCH,ACTIVE,La información sobre privacidad se encuentra distribuida y existen dificultades para relacionarla con clinical data security de manera verificable.,"Proyecto orientado a estudiar privacidad y su relación con clinical data security, integrando evidencia institucional y un enfoque de arquitecturas de software.",Desarrollar y evaluar un enfoque de arquitecturas de software que permita analizar privacidad y generar evidencia útil para clinical data security.,"Integración de fuentes, preparación de datos, arquitecturas de software, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con clinical data security.",clinical data security,FAC-002,PRG-005,GRP-006,2026,,privacidad;arquitecturas de software;clinical data security,Enfermería,EXTERNAL_PARTNER,
PRJ-051,Integración de evidencia sobre interoperabilidad en escenarios de control de acceso,INSTITUTIONAL,COMPLETED,La información sobre interoperabilidad se encuentra distribuida y existen dificultades para relacionarla con control de acceso de manera verificable.,"Proyecto orientado a estudiar interoperabilidad y su relación con control de acceso, integrando evidencia institucional y un enfoque de gestión de identidades.",Desarrollar y evaluar un enfoque de gestión de identidades que permita analizar interoperabilidad y generar evidencia útil para control de acceso.,"Integración de fuentes, preparación de datos, gestión de identidades, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con control de acceso.",control de acceso,FAC-002,PRG-006,GRP-008,2018,2019,interoperabilidad;gestión de identidades;control de acceso,Seguridad y Salud en el Trabajo,INTERNAL,
PRJ-052,Estrategia basada en ciberseguridad para estudiar clinical data security,APPLIED_RESEARCH,COMPLETED,La información sobre clinical data security se encuentra distribuida y existen dificultades para relacionarla con historias clínicas de manera verificable.,"Proyecto orientado a estudiar clinical data security y su relación con historias clínicas, integrando evidencia institucional y un enfoque de ciberseguridad.",Desarrollar y evaluar un enfoque de ciberseguridad que permita analizar clinical data security y generar evidencia útil para historias clínicas.,"Integración de fuentes, preparación de datos, ciberseguridad, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con historias clínicas.",historias clínicas,FAC-002,PRG-005,GRP-006,2019,2020,clinical data security;ciberseguridad;historias clínicas,Enfermería,INTERNAL,
PRJ-053,Análisis aplicado de control de acceso para fortalecer privacidad,INSTITUTIONAL,ACTIVE,La información sobre control de acceso se encuentra distribuida y existen dificultades para relacionarla con privacidad de manera verificable.,"Proyecto orientado a estudiar control de acceso y su relación con privacidad, integrando evidencia institucional y un enfoque de arquitecturas de software.",Desarrollar y evaluar un enfoque de arquitecturas de software que permita analizar control de acceso y generar evidencia útil para privacidad.,"Integración de fuentes, preparación de datos, arquitecturas de software, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con privacidad.",,FAC-002,PRG-006,GRP-007,2020,2021,control de acceso;arquitecturas de software;privacidad,Seguridad y Salud en el Trabajo,PUBLIC_CALL,
PRJ-054,Modelo institucional para historias clínicas y su relación con interoperabilidad,APPLIED_RESEARCH,FORMULATION,La información sobre historias clínicas se encuentra distribuida y existen dificultades para relacionarla con interoperabilidad de manera verificable.,"Proyecto orientado a estudiar historias clínicas y su relación con interoperabilidad, integrando evidencia institucional y un enfoque de gestión de identidades.",Desarrollar y evaluar un enfoque de gestión de identidades que permita analizar historias clínicas y generar evidencia útil para interoperabilidad.,"Integración de fuentes, preparación de datos, gestión de identidades, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con interoperabilidad.",interoperabilidad,FAC-002,PRG-006,GRP-007,2021,2022,historias clínicas;gestión de identidades;interoperabilidad,Seguridad y Salud en el Trabajo,EXTERNAL_PARTNER,
PRJ-055,Integración de evidencia sobre privacidad en escenarios de clinical data security,INSTITUTIONAL,ACTIVE,La información sobre privacidad se encuentra distribuida y existen dificultades para relacionarla con clinical data security de manera verificable.,"Proyecto orientado a estudiar privacidad y su relación con clinical data security, integrando evidencia institucional y un enfoque de ciberseguridad.",Desarrollar y evaluar un enfoque de ciberseguridad que permita analizar privacidad y generar evidencia útil para clinical data security.,"Integración de fuentes, preparación de datos, ciberseguridad, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con clinical data security.",clinical data security,FAC-002,PRG-006,GRP-006,2022,2023,privacidad;ciberseguridad;clinical data security,Seguridad y Salud en el Trabajo,INTERNAL,
PRJ-056,Interoperabilidad: an applied study for control de acceso,APPLIED_RESEARCH,COMPLETED,"Existing information about interoperabilidad is fragmented across academic and institutional sources, limiting timely analysis.","This project investigates interoperabilidad in relation to control de acceso, using arquitecturas de software. It focuses on institutional evidence and reproducible decision support.",Develop and evaluate an approach based on arquitecturas de software to connect evidence related to interoperabilidad and control de acceso.,"Applied study combining data integration, arquitecturas de software, validation and traceable analysis.","Expected outputs include validated evidence, prioritized findings and a reproducible analytical component.",control de acceso,FAC-002,PRG-005,GRP-006,2023,2024,interoperabilidad;arquitecturas de software;control de acceso,Enfermería,INTERNAL,
PRJ-057,Análisis aplicado de exposición ocupacional para fortalecer ergonomía,INSTITUTIONAL,ACTIVE,La información sobre exposición ocupacional se encuentra distribuida y existen dificultades para relacionarla con ergonomía de manera verificable.,"Proyecto orientado a estudiar exposición ocupacional y su relación con ergonomía, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar exposición ocupacional y generar evidencia útil para ergonomía.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con ergonomía.",ergonomía,FAC-002,PRG-006,GRP-006,2026,,exposición ocupacional;IoT;ergonomía,Seguridad y Salud en el Trabajo,PUBLIC_CALL,
PRJ-058,Modelo institucional para riesgo térmico y su relación con worker safety,APPLIED_RESEARCH,FORMULATION,La información sobre riesgo térmico se encuentra distribuida y existen dificultades para relacionarla con worker safety de manera verificable.,"Proyecto orientado a estudiar riesgo térmico y su relación con worker safety, integrando evidencia institucional y un enfoque de analítica de riesgo.",Desarrollar y evaluar un enfoque de analítica de riesgo que permita analizar riesgo térmico y generar evidencia útil para worker safety.,"Integración de fuentes, preparación de datos, analítica de riesgo, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con worker safety.",worker safety,FAC-002,PRG-004,GRP-008,2018,2019,riesgo térmico;analítica de riesgo;worker safety,Medicina,EXTERNAL_PARTNER,
PRJ-059,Integración de evidencia sobre ergonomía en escenarios de monitoreo ambiental laboral,INSTITUTIONAL,ACTIVE,La información sobre ergonomía se encuentra distribuida y existen dificultades para relacionarla con monitoreo ambiental laboral de manera verificable.,"Proyecto orientado a estudiar ergonomía y su relación con monitoreo ambiental laboral, integrando evidencia institucional y un enfoque de procesamiento de señales.",Desarrollar y evaluar un enfoque de procesamiento de señales que permita analizar ergonomía y generar evidencia útil para monitoreo ambiental laboral.,"Integración de fuentes, preparación de datos, procesamiento de señales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con monitoreo ambiental laboral.",monitoreo ambiental laboral,FAC-002,PRG-004,GRP-007,2019,2020,ergonomía;procesamiento de señales;monitoreo ambiental laboral,Medicina,INTERNAL,
PRJ-060,Estrategia basada en IoT para estudiar worker safety,APPLIED_RESEARCH,COMPLETED,La información sobre worker safety se encuentra distribuida y existen dificultades para relacionarla con exposición ocupacional de manera verificable.,"Proyecto orientado a estudiar worker safety y su relación con exposición ocupacional, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar worker safety y generar evidencia útil para exposición ocupacional.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con exposición ocupacional.",exposición ocupacional,FAC-002,PRG-006,GRP-006,2020,2021,worker safety;IoT;exposición ocupacional,Seguridad y Salud en el Trabajo,INTERNAL,
PRJ-061,Análisis aplicado de monitoreo ambiental laboral para fortalecer riesgo térmico,INSTITUTIONAL,COMPLETED,La información sobre monitoreo ambiental laboral se encuentra distribuida y existen dificultades para relacionarla con riesgo térmico de manera verificable.,"Proyecto orientado a estudiar monitoreo ambiental laboral y su relación con riesgo térmico, integrando evidencia institucional y un enfoque de analítica de riesgo.",Desarrollar y evaluar un enfoque de analítica de riesgo que permita analizar monitoreo ambiental laboral y generar evidencia útil para riesgo térmico.,"Integración de fuentes, preparación de datos, analítica de riesgo, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con riesgo térmico.",riesgo térmico,FAC-002,PRG-005,GRP-006,2021,2022,monitoreo ambiental laboral;analítica de riesgo;riesgo térmico,Enfermería,PUBLIC_CALL,
PRJ-062,Modelo institucional para exposición ocupacional y su relación con ergonomía,APPLIED_RESEARCH,ACTIVE,La información sobre exposición ocupacional se encuentra distribuida y existen dificultades para relacionarla con ergonomía de manera verificable.,"Proyecto orientado a estudiar exposición ocupacional y su relación con ergonomía, integrando evidencia institucional y un enfoque de procesamiento de señales.",Desarrollar y evaluar un enfoque de procesamiento de señales que permita analizar exposición ocupacional y generar evidencia útil para ergonomía.,"Integración de fuentes, preparación de datos, procesamiento de señales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con ergonomía.",ergonomía,FAC-002,PRG-006,GRP-007,2022,2023,,Seguridad y Salud en el Trabajo,EXTERNAL_PARTNER,
PRJ-063,Integración de evidencia sobre riesgo térmico en escenarios de worker safety,INSTITUTIONAL,FORMULATION,La información sobre riesgo térmico se encuentra distribuida y existen dificultades para relacionarla con worker safety de manera verificable.,"Proyecto orientado a estudiar riesgo térmico y su relación con worker safety, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar riesgo térmico y generar evidencia útil para worker safety.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con worker safety.",worker safety,FAC-002,PRG-006,GRP-008,2023,2024,riesgo térmico;IoT;worker safety,Seguridad y Salud en el Trabajo,INTERNAL,
PRJ-064,Ergonomía: an applied study for monitoreo ambiental laboral,APPLIED_RESEARCH,ACTIVE,"Existing information about ergonomía is fragmented across academic and institutional sources, limiting timely analysis.","This project investigates ergonomía in relation to monitoreo ambiental laboral, using analítica de riesgo. It focuses on institutional evidence and reproducible decision support.",Develop and evaluate an approach based on analítica de riesgo to connect evidence related to ergonomía and monitoreo ambiental laboral.,"Applied study combining data integration, analítica de riesgo, validation and traceable analysis.","Expected outputs include validated evidence, prioritized findings and a reproducible analytical component.",monitoreo ambiental laboral,FAC-002,PRG-005,GRP-006,2024,2025,ergonomía;analítica de riesgo;monitoreo ambiental laboral,Enfermería,INTERNAL,
PRJ-065,Análisis aplicado de calidad del agua para fortalecer cuencas,INSTITUTIONAL,COMPLETED,La información sobre calidad del agua se encuentra distribuida y existen dificultades para relacionarla con cuencas de manera verificable.,"Proyecto orientado a estudiar calidad del agua y su relación con cuencas, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar calidad del agua y generar evidencia útil para cuencas.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con cuencas.",cuencas,FAC-005,PRG-015,GRP-016,2018,2019,calidad del agua;IoT;cuencas,Civil,PUBLIC_CALL,
PRJ-066,Modelo institucional para variables fisicoquímicas y su relación con water monitoring,APPLIED_RESEARCH,ACTIVE,La información sobre variables fisicoquímicas se encuentra distribuida y existen dificultades para relacionarla con water monitoring de manera verificable.,"Proyecto orientado a estudiar variables fisicoquímicas y su relación con water monitoring, integrando evidencia institucional y un enfoque de detección de anomalías.",Desarrollar y evaluar un enfoque de detección de anomalías que permita analizar variables fisicoquímicas y generar evidencia útil para water monitoring.,"Integración de fuentes, preparación de datos, detección de anomalías, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con water monitoring.",water monitoring,FAC-005,PRG-015,GRP-017,2019,2020,variables fisicoquímicas;detección de anomalías;water monitoring,Civil,EXTERNAL_PARTNER,
PRJ-067,Integración de evidencia sobre cuencas en escenarios de contaminación hídrica,INSTITUTIONAL,FORMULATION,La información sobre cuencas se encuentra distribuida y existen dificultades para relacionarla con contaminación hídrica de manera verificable.,"Proyecto orientado a estudiar cuencas y su relación con contaminación hídrica, integrando evidencia institucional y un enfoque de series temporales.",Desarrollar y evaluar un enfoque de series temporales que permita analizar cuencas y generar evidencia útil para contaminación hídrica.,"Integración de fuentes, preparación de datos, series temporales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con contaminación hídrica.",contaminación hídrica,FAC-005,PRG-015,GRP-015,2020,2021,cuencas;series temporales;contaminación hídrica,Civil,INTERNAL,
PRJ-068,Estrategia basada en IoT para estudiar water monitoring,APPLIED_RESEARCH,ACTIVE,La información sobre water monitoring se encuentra distribuida y existen dificultades para relacionarla con calidad del agua de manera verificable.,"Proyecto orientado a estudiar water monitoring y su relación con calidad del agua, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar water monitoring y generar evidencia útil para calidad del agua.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con calidad del agua.",calidad del agua,FAC-005,PRG-014,GRP-017,2021,2022,water monitoring;IoT;calidad del agua,Gestión Ambiental,INTERNAL,
PRJ-069,Análisis aplicado de contaminación hídrica para fortalecer variables fisicoquímicas,INSTITUTIONAL,COMPLETED,La información sobre contaminación hídrica se encuentra distribuida y existen dificultades para relacionarla con variables fisicoquímicas de manera verificable.,"Proyecto orientado a estudiar contaminación hídrica y su relación con variables fisicoquímicas, integrando evidencia institucional y un enfoque de detección de anomalías.",Desarrollar y evaluar un enfoque de detección de anomalías que permita analizar contaminación hídrica y generar evidencia útil para variables fisicoquímicas.,"Integración de fuentes, preparación de datos, detección de anomalías, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con variables fisicoquímicas.",variables fisicoquímicas,FAC-005,PRG-013,GRP-017,2022,2023,contaminación hídrica;detección de anomalías;variables fisicoquímicas,Ambiental,PUBLIC_CALL,
PRJ-070,Modelo institucional para calidad del agua y su relación con cuencas,APPLIED_RESEARCH,COMPLETED,La información sobre calidad del agua se encuentra distribuida y existen dificultades para relacionarla con cuencas de manera verificable.,"Proyecto orientado a estudiar calidad del agua y su relación con cuencas, integrando evidencia institucional y un enfoque de series temporales.",Desarrollar y evaluar un enfoque de series temporales que permita analizar calidad del agua y generar evidencia útil para cuencas.,"Integración de fuentes, preparación de datos, series temporales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con cuencas.",cuencas,FAC-005,PRG-015,GRP-016,2023,2024,calidad del agua;series temporales;cuencas,Civil,EXTERNAL_PARTNER,
PRJ-071,Integración de evidencia sobre variables fisicoquímicas en escenarios de water monitoring,INSTITUTIONAL,ACTIVE,La información sobre variables fisicoquímicas se encuentra distribuida y existen dificultades para relacionarla con water monitoring de manera verificable.,"Proyecto orientado a estudiar variables fisicoquímicas y su relación con water monitoring, integrando evidencia institucional y un enfoque de IoT.",Desarrollar y evaluar un enfoque de IoT que permita analizar variables fisicoquímicas y generar evidencia útil para water monitoring.,"Integración de fuentes, preparación de datos, IoT, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con water monitoring.",water monitoring,FAC-005,PRG-013,GRP-016,2024,2025,variables fisicoquímicas;IoT;water monitoring,Ambiental,INTERNAL,
PRJ-072,Cuencas: an applied study for contaminación hídrica,APPLIED_RESEARCH,FORMULATION,"Existing information about cuencas is fragmented across academic and institutional sources, limiting timely analysis.","This project investigates cuencas in relation to contaminación hídrica, using detección de anomalías. It focuses on institutional evidence and reproducible decision support.",Develop and evaluate an approach based on detección de anomalías to connect evidence related to cuencas and contaminación hídrica.,"Applied study combining data integration, detección de anomalías, validation and traceable analysis.","Expected outputs include validated evidence, prioritized findings and a reproducible analytical component.",contaminación hídrica,FAC-005,PRG-013,GRP-017,2025,2026,cuencas;detección de anomalías;contaminación hídrica,Ambiental,INTERNAL,
PRJ-073,Análisis aplicado de riesgo climático para fortalecer territorio,INSTITUTIONAL,COMPLETED,La información sobre riesgo climático se encuentra distribuida y existen dificultades para relacionarla con territorio de manera verificable.,"Proyecto orientado a estudiar riesgo climático y su relación con territorio, integrando evidencia institucional y un enfoque de modelamiento ambiental.",Desarrollar y evaluar un enfoque de modelamiento ambiental que permita analizar riesgo climático y generar evidencia útil para territorio.,"Integración de fuentes, preparación de datos, modelamiento ambiental, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con territorio.",territorio,FAC-005,PRG-015,GRP-016,2019,2020,riesgo climático;modelamiento ambiental;territorio,Civil,PUBLIC_CALL,
PRJ-074,Modelo institucional para eventos extremos y su relación con climate resilience,APPLIED_RESEARCH,COMPLETED,La información sobre eventos extremos se encuentra distribuida y existen dificultades para relacionarla con climate resilience de manera verificable.,"Proyecto orientado a estudiar eventos extremos y su relación con climate resilience, integrando evidencia institucional y un enfoque de series temporales.",Desarrollar y evaluar un enfoque de series temporales que permita analizar eventos extremos y generar evidencia útil para climate resilience.,"Integración de fuentes, preparación de datos, series temporales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con climate resilience.",climate resilience,FAC-005,PRG-014,GRP-016,2020,2021,eventos extremos;series temporales;climate resilience,Gestión Ambiental,EXTERNAL_PARTNER,
PRJ-075,Integración de evidencia sobre territorio en escenarios de vulnerabilidad,INSTITUTIONAL,ACTIVE,La información sobre territorio se encuentra distribuida y existen dificultades para relacionarla con vulnerabilidad de manera verificable.,"Proyecto orientado a estudiar territorio y su relación con vulnerabilidad, integrando evidencia institucional y un enfoque de análisis espacial.",Desarrollar y evaluar un enfoque de análisis espacial que permita analizar territorio y generar evidencia útil para vulnerabilidad.,"Integración de fuentes, preparación de datos, análisis espacial, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con vulnerabilidad.",vulnerabilidad,FAC-005,PRG-015,GRP-016,2021,2022,territorio;análisis espacial;vulnerabilidad,Civil,INTERNAL,
PRJ-076,Estrategia basada en modelamiento ambiental para estudiar climate resilience,APPLIED_RESEARCH,FORMULATION,La información sobre climate resilience se encuentra distribuida y existen dificultades para relacionarla con riesgo climático de manera verificable.,"Proyecto orientado a estudiar climate resilience y su relación con riesgo climático, integrando evidencia institucional y un enfoque de modelamiento ambiental.",Desarrollar y evaluar un enfoque de modelamiento ambiental que permita analizar climate resilience y generar evidencia útil para riesgo climático.,"Integración de fuentes, preparación de datos, modelamiento ambiental, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con riesgo climático.",riesgo climático,FAC-005,PRG-013,GRP-017,2022,2023,climate resilience;modelamiento ambiental;riesgo climático,Ambiental,INTERNAL,
PRJ-077,Análisis aplicado de vulnerabilidad para fortalecer eventos extremos,INSTITUTIONAL,ACTIVE,La información sobre vulnerabilidad se encuentra distribuida y existen dificultades para relacionarla con eventos extremos de manera verificable.,"Proyecto orientado a estudiar vulnerabilidad y su relación con eventos extremos, integrando evidencia institucional y un enfoque de series temporales.",Desarrollar y evaluar un enfoque de series temporales que permita analizar vulnerabilidad y generar evidencia útil para eventos extremos.,"Integración de fuentes, preparación de datos, series temporales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con eventos extremos.",eventos extremos,FAC-005,PRG-013,GRP-017,2023,2024,vulnerabilidad;series temporales;eventos extremos,Ambiental,PUBLIC_CALL,
PRJ-078,Modelo institucional para riesgo climático y su relación con territorio,APPLIED_RESEARCH,COMPLETED,La información sobre riesgo climático se encuentra distribuida y existen dificultades para relacionarla con territorio de manera verificable.,"Proyecto orientado a estudiar riesgo climático y su relación con territorio, integrando evidencia institucional y un enfoque de análisis espacial.",Desarrollar y evaluar un enfoque de análisis espacial que permita analizar riesgo climático y generar evidencia útil para territorio.,"Integración de fuentes, preparación de datos, análisis espacial, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con territorio.",territorio,FAC-005,PRG-013,GRP-016,2024,2025,riesgo climático;análisis espacial;territorio,Ambiental,EXTERNAL_PARTNER,
PRJ-079,Integración de evidencia sobre eventos extremos en escenarios de climate resilience,INSTITUTIONAL,COMPLETED,La información sobre eventos extremos se encuentra distribuida y existen dificultades para relacionarla con climate resilience de manera verificable.,"Proyecto orientado a estudiar eventos extremos y su relación con climate resilience, integrando evidencia institucional y un enfoque de modelamiento ambiental.",Desarrollar y evaluar un enfoque de modelamiento ambiental que permita analizar eventos extremos y generar evidencia útil para climate resilience.,"Integración de fuentes, preparación de datos, modelamiento ambiental, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con climate resilience.",climate resilience,FAC-005,PRG-013,GRP-015,2025,2026,eventos extremos;modelamiento ambiental;climate resilience,Ambiental,INTERNAL,
PRJ-080,Territorio: an applied study for vulnerabilidad,APPLIED_RESEARCH,ACTIVE,"Existing information about territorio is fragmented across academic and institutional sources, limiting timely analysis.","This project investigates territorio in relation to vulnerabilidad, using series temporales. It focuses on institutional evidence and reproducible decision support.",Develop and evaluate an approach based on series temporales to connect evidence related to territorio and vulnerabilidad.,"Applied study combining data integration, series temporales, validation and traceable analysis.","Expected outputs include validated evidence, prioritized findings and a reproducible analytical component.",vulnerabilidad,FAC-005,PRG-015,GRP-015,2026,,territorio;series temporales;vulnerabilidad,Civil,INTERNAL,
PRJ-081,Análisis aplicado de monitoreo estructural para fortalecer vibraciones,INSTITUTIONAL,ACTIVE,La información sobre monitoreo estructural se encuentra distribuida y existen dificultades para relacionarla con vibraciones de manera verificable.,"Proyecto orientado a estudiar monitoreo estructural y su relación con vibraciones, integrando evidencia institucional y un enfoque de sensores.",Desarrollar y evaluar un enfoque de sensores que permita analizar monitoreo estructural y generar evidencia útil para vibraciones.,"Integración de fuentes, preparación de datos, sensores, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con vibraciones.",vibraciones,FAC-005,PRG-015,GRP-017,2020,2021,monitoreo estructural;sensores;vibraciones,Civil,PUBLIC_CALL,
PRJ-082,Modelo institucional para infraestructura urbana y su relación con smart infrastructure,APPLIED_RESEARCH,COMPLETED,La información sobre infraestructura urbana se encuentra distribuida y existen dificultades para relacionarla con smart infrastructure de manera verificable.,"Proyecto orientado a estudiar infraestructura urbana y su relación con smart infrastructure, integrando evidencia institucional y un enfoque de procesamiento de señales.",Desarrollar y evaluar un enfoque de procesamiento de señales que permita analizar infraestructura urbana y generar evidencia útil para smart infrastructure.,"Integración de fuentes, preparación de datos, procesamiento de señales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con smart infrastructure.",smart infrastructure,FAC-005,PRG-013,GRP-017,2021,2022,infraestructura urbana;procesamiento de señales;smart infrastructure,Ambiental,EXTERNAL_PARTNER,
PRJ-083,Integración de evidencia sobre vibraciones en escenarios de deterioro,INSTITUTIONAL,COMPLETED,La información sobre vibraciones se encuentra distribuida y existen dificultades para relacionarla con deterioro de manera verificable.,"Proyecto orientado a estudiar vibraciones y su relación con deterioro, integrando evidencia institucional y un enfoque de detección de anomalías.",Desarrollar y evaluar un enfoque de detección de anomalías que permita analizar vibraciones y generar evidencia útil para deterioro.,"Integración de fuentes, preparación de datos, detección de anomalías, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con deterioro.",deterioro,FAC-005,PRG-014,GRP-017,2022,2023,vibraciones;detección de anomalías;deterioro,Gestión Ambiental,INTERNAL,
PRJ-084,Estrategia basada en sensores para estudiar smart infrastructure,APPLIED_RESEARCH,ACTIVE,La información sobre smart infrastructure se encuentra distribuida y existen dificultades para relacionarla con monitoreo estructural de manera verificable.,"Proyecto orientado a estudiar smart infrastructure y su relación con monitoreo estructural, integrando evidencia institucional y un enfoque de sensores.",Desarrollar y evaluar un enfoque de sensores que permita analizar smart infrastructure y generar evidencia útil para monitoreo estructural.,"Integración de fuentes, preparación de datos, sensores, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con monitoreo estructural.",monitoreo estructural,FAC-005,PRG-014,GRP-015,2023,2024,smart infrastructure;sensores;monitoreo estructural,Gestión Ambiental,INTERNAL,
PRJ-085,Análisis aplicado de deterioro para fortalecer infraestructura urbana,INSTITUTIONAL,FORMULATION,La información sobre deterioro se encuentra distribuida y existen dificultades para relacionarla con infraestructura urbana de manera verificable.,"Proyecto orientado a estudiar deterioro y su relación con infraestructura urbana, integrando evidencia institucional y un enfoque de procesamiento de señales.",Desarrollar y evaluar un enfoque de procesamiento de señales que permita analizar deterioro y generar evidencia útil para infraestructura urbana.,"Integración de fuentes, preparación de datos, procesamiento de señales, análisis comparativo y validación de resultados.","Se esperan relaciones priorizadas, evidencia reproducible y orientaciones para decisiones relacionadas con infraestructura urbana.",infraestructura urbana,FAC-005,PRG-014,GRP-016,2024,2025,deterioro;procesamiento de señales;infraestructura urbana,Gestión Ambiental,PUBLIC_CALL,
