thesis_id,title,abstract,problem_statement,general_objective,methodology,main_results,conclusions,program_id,graduation_year,keywords,status,repository_reference,research_area,application_context,data_or_population
THS-157,Caracterización de riesgo térmico en relación con ergonomía,"Trabajo de grado que analiza riesgo térmico mediante procesamiento de señales, considerando su relación con ergonomía en un contexto universitario o aplicado.",Existe conocimiento disperso sobre riesgo térmico y no siempre se comprende su relación con ergonomía.,Analizar riesgo térmico mediante procesamiento de señales para producir evidencia sobre ergonomía.,"Revisión de antecedentes, preparación de datos, procesamiento de señales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender ergonomía.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-004,2021,riesgo térmico;ergonomía;procesamiento de señales,APPROVED,repo://thesis/157,Medicina,ergonomía,synthetic institutional data
THS-158,Evaluación de IoT para analizar ergonomía,"Trabajo de grado que analiza ergonomía mediante IoT, considerando su relación con worker safety en un contexto universitario o aplicado.",Existe conocimiento disperso sobre ergonomía y no siempre se comprende su relación con worker safety.,Analizar ergonomía mediante IoT para producir evidencia sobre worker safety.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender worker safety.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-005,2022,ergonomía;worker safety;IoT,APPROVED,repo://thesis/158,Enfermería,worker safety,synthetic institutional data
THS-159,Modelo aplicado para el estudio de worker safety,"Trabajo de grado que analiza worker safety mediante analítica de riesgo, considerando su relación con monitoreo ambiental laboral en un contexto universitario o aplicado.",Existe conocimiento disperso sobre worker safety y no siempre se comprende su relación con monitoreo ambiental laboral.,Analizar worker safety mediante analítica de riesgo para producir evidencia sobre monitoreo ambiental laboral.,"Revisión de antecedentes, preparación de datos, analítica de riesgo y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender monitoreo ambiental laboral.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-005,2023,worker safety;monitoreo ambiental laboral;analítica de riesgo,APPROVED,repo://thesis/159,Enfermería,monitoreo ambiental laboral,synthetic institutional data
THS-160,Monitoreo Ambiental Laboral and exposición ocupacional: a university case study,"This thesis examines monitoreo ambiental laboral through procesamiento de señales, with emphasis on exposición ocupacional and evidence available in an institutional context.",Current approaches provide incomplete understanding of monitoreo ambiental laboral and its implications for exposición ocupacional.,Evaluate procesamiento de señales for analyzing monitoreo ambiental laboral in relation to exposición ocupacional.,"Data preparation, procesamiento de señales, validation and interpretation.",The study identifies patterns and limitations relevant to exposición ocupacional.,The approach is useful under defined conditions and requires contextual validation.,PRG-006,2024,monitoreo ambiental laboral;exposición ocupacional;procesamiento de señales,APPROVED,repo://thesis/160,Seguridad y Salud en el Trabajo,exposición ocupacional,synthetic institutional data
THS-161,Caracterización de calidad del agua en relación con variables fisicoquímicas,"Trabajo de grado que analiza calidad del agua mediante detección de anomalías, considerando su relación con variables fisicoquímicas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre calidad del agua y no siempre se comprende su relación con variables fisicoquímicas.,Analizar calidad del agua mediante detección de anomalías para producir evidencia sobre variables fisicoquímicas.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender variables fisicoquímicas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2026,calidad del agua;variables fisicoquímicas;detección de anomalías,APPROVED,repo://thesis/161,Civil,variables fisicoquímicas,synthetic institutional data
THS-162,Evaluación de series temporales para analizar variables fisicoquímicas,"Trabajo de grado que analiza variables fisicoquímicas mediante series temporales, considerando su relación con cuencas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre variables fisicoquímicas y no siempre se comprende su relación con cuencas.,Analizar variables fisicoquímicas mediante series temporales para producir evidencia sobre cuencas.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender cuencas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2017,variables fisicoquímicas;cuencas;series temporales,APPROVED,repo://thesis/162,Civil,cuencas,synthetic institutional data
THS-163,Modelo aplicado para el estudio de cuencas,"Trabajo de grado que analiza cuencas mediante IoT, considerando su relación con water monitoring en un contexto universitario o aplicado.",Existe conocimiento disperso sobre cuencas y no siempre se comprende su relación con water monitoring.,Analizar cuencas mediante IoT para producir evidencia sobre water monitoring.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender water monitoring.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2018,cuencas;water monitoring;IoT,APPROVED,repo://thesis/163,Ambiental,water monitoring,synthetic institutional data
THS-164,Análisis de patrones asociados con contaminación hídrica,"Trabajo de grado que analiza water monitoring mediante detección de anomalías, considerando su relación con contaminación hídrica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre water monitoring y no siempre se comprende su relación con contaminación hídrica.,Analizar water monitoring mediante detección de anomalías para producir evidencia sobre contaminación hídrica.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender contaminación hídrica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2019,water monitoring;contaminación hídrica;detección de anomalías,APPROVED,repo://thesis/164,Civil,contaminación hídrica,synthetic institutional data
THS-165,Caracterización de contaminación hídrica en relación con calidad del agua,"Trabajo de grado que analiza contaminación hídrica mediante series temporales, considerando su relación con calidad del agua en un contexto universitario o aplicado.",Existe conocimiento disperso sobre contaminación hídrica y no siempre se comprende su relación con calidad del agua.,Analizar contaminación hídrica mediante series temporales para producir evidencia sobre calidad del agua.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender calidad del agua.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2020,contaminación hídrica;calidad del agua;series temporales,APPROVED,repo://thesis/165,Ambiental,calidad del agua,synthetic institutional data
THS-166,Evaluación de IoT para analizar calidad del agua,"Trabajo de grado que analiza calidad del agua mediante IoT, considerando su relación con variables fisicoquímicas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre calidad del agua y no siempre se comprende su relación con variables fisicoquímicas.,Analizar calidad del agua mediante IoT para producir evidencia sobre variables fisicoquímicas.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender variables fisicoquímicas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2021,calidad del agua;variables fisicoquímicas;IoT,APPROVED,repo://thesis/166,Ambiental,variables fisicoquímicas,synthetic institutional data
THS-167,Modelo aplicado para el estudio de variables fisicoquímicas,"Trabajo de grado que analiza variables fisicoquímicas mediante detección de anomalías, considerando su relación con cuencas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre variables fisicoquímicas y no siempre se comprende su relación con cuencas.,Analizar variables fisicoquímicas mediante detección de anomalías para producir evidencia sobre cuencas.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender cuencas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2022,variables fisicoquímicas;cuencas;detección de anomalías,APPROVED,repo://thesis/167,Ambiental,cuencas,synthetic institutional data
THS-168,Análisis de patrones asociados con water monitoring,"Trabajo de grado que analiza cuencas mediante series temporales, considerando su relación con water monitoring en un contexto universitario o aplicado.",Existe conocimiento disperso sobre cuencas y no siempre se comprende su relación con water monitoring.,Analizar cuencas mediante series temporales para producir evidencia sobre water monitoring.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender water monitoring.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2023,cuencas;water monitoring;series temporales,APPROVED,repo://thesis/168,Civil,water monitoring,synthetic institutional data
THS-169,Caracterización de water monitoring en relación con contaminación hídrica,"Trabajo de grado que analiza water monitoring mediante IoT, considerando su relación con contaminación hídrica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre water monitoring y no siempre se comprende su relación con contaminación hídrica.,Analizar water monitoring mediante IoT para producir evidencia sobre contaminación hídrica.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender contaminación hídrica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2024,water monitoring;contaminación hídrica;IoT,APPROVED,repo://thesis/169,Ambiental,contaminación hídrica,synthetic institutional data
THS-170,Contaminación Hídrica and calidad del agua: a university case study,"This thesis examines contaminación hídrica through detección de anomalías, with emphasis on calidad del agua and evidence available in an institutional context.",Current approaches provide incomplete understanding of contaminación hídrica and its implications for calidad del agua.,Evaluate detección de anomalías for analyzing contaminación hídrica in relation to calidad del agua.,"Data preparation, detección de anomalías, validation and interpretation.",The study identifies patterns and limitations relevant to calidad del agua.,The approach is useful under defined conditions and requires contextual validation.,PRG-013,2025,contaminación hídrica;calidad del agua;detección de anomalías,APPROVED,repo://thesis/170,Ambiental,calidad del agua,synthetic institutional data
THS-171,Modelo aplicado para el estudio de calidad del agua,"Trabajo de grado que analiza calidad del agua mediante series temporales, considerando su relación con variables fisicoquímicas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre calidad del agua y no siempre se comprende su relación con variables fisicoquímicas.,Analizar calidad del agua mediante series temporales para producir evidencia sobre variables fisicoquímicas.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender variables fisicoquímicas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2026,calidad del agua;variables fisicoquímicas;series temporales,APPROVED,repo://thesis/171,Civil,variables fisicoquímicas,synthetic institutional data
THS-172,Análisis de patrones asociados con cuencas,"Trabajo de grado que analiza variables fisicoquímicas mediante IoT, considerando su relación con cuencas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre variables fisicoquímicas y no siempre se comprende su relación con cuencas.,Analizar variables fisicoquímicas mediante IoT para producir evidencia sobre cuencas.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender cuencas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2017,variables fisicoquímicas;cuencas;IoT,APPROVED,repo://thesis/172,Civil,cuencas,synthetic institutional data
THS-173,Caracterización de cuencas en relación con water monitoring,"Trabajo de grado que analiza cuencas mediante detección de anomalías, considerando su relación con water monitoring en un contexto universitario o aplicado.",Existe conocimiento disperso sobre cuencas y no siempre se comprende su relación con water monitoring.,Analizar cuencas mediante detección de anomalías para producir evidencia sobre water monitoring.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender water monitoring.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2018,cuencas;water monitoring;detección de anomalías,APPROVED,repo://thesis/173,Civil,water monitoring,synthetic institutional data
THS-174,Evaluación de series temporales para analizar water monitoring,"Trabajo de grado que analiza water monitoring mediante series temporales, considerando su relación con contaminación hídrica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre water monitoring y no siempre se comprende su relación con contaminación hídrica.,Analizar water monitoring mediante series temporales para producir evidencia sobre contaminación hídrica.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender contaminación hídrica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2019,,APPROVED,repo://thesis/174,Gestión Ambiental,contaminación hídrica,synthetic institutional data
THS-175,Modelo aplicado para el estudio de contaminación hídrica,"Trabajo de grado que analiza contaminación hídrica mediante IoT, considerando su relación con calidad del agua en un contexto universitario o aplicado.",Existe conocimiento disperso sobre contaminación hídrica y no siempre se comprende su relación con calidad del agua.,Analizar contaminación hídrica mediante IoT para producir evidencia sobre calidad del agua.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender calidad del agua.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2020,contaminación hídrica;calidad del agua;IoT,APPROVED,repo://thesis/175,Ambiental,calidad del agua,synthetic institutional data
THS-176,Análisis de patrones asociados con variables fisicoquímicas,"Trabajo de grado que analiza calidad del agua mediante detección de anomalías, considerando su relación con variables fisicoquímicas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre calidad del agua y no siempre se comprende su relación con variables fisicoquímicas.,Analizar calidad del agua mediante detección de anomalías para producir evidencia sobre variables fisicoquímicas.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender variables fisicoquímicas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2021,calidad del agua;variables fisicoquímicas;detección de anomalías,APPROVED,repo://thesis/176,Ambiental,variables fisicoquímicas,synthetic institutional data
THS-177,Caracterización de variables fisicoquímicas en relación con cuencas,"Trabajo de grado que analiza variables fisicoquímicas mediante series temporales, considerando su relación con cuencas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre variables fisicoquímicas y no siempre se comprende su relación con cuencas.,Analizar variables fisicoquímicas mediante series temporales para producir evidencia sobre cuencas.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender cuencas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2022,variables fisicoquímicas;cuencas;series temporales,APPROVED,repo://thesis/177,Civil,cuencas,synthetic institutional data
THS-178,Evaluación de IoT para analizar cuencas,"Trabajo de grado que analiza cuencas mediante IoT, considerando su relación con water monitoring en un contexto universitario o aplicado.",Existe conocimiento disperso sobre cuencas y no siempre se comprende su relación con water monitoring.,Analizar cuencas mediante IoT para producir evidencia sobre water monitoring.,"Revisión de antecedentes, preparación de datos, IoT y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender water monitoring.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2023,cuencas;water monitoring;IoT,APPROVED,repo://thesis/178,Civil,water monitoring,synthetic institutional data
THS-179,Modelo aplicado para el estudio de water monitoring,"Trabajo de grado que analiza water monitoring mediante detección de anomalías, considerando su relación con contaminación hídrica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre water monitoring y no siempre se comprende su relación con contaminación hídrica.,Analizar water monitoring mediante detección de anomalías para producir evidencia sobre contaminación hídrica.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender contaminación hídrica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2024,water monitoring;contaminación hídrica;detección de anomalías,APPROVED,repo://thesis/179,Civil,contaminación hídrica,synthetic institutional data
THS-180,Contaminación Hídrica and calidad del agua: a university case study,"This thesis examines contaminación hídrica through series temporales, with emphasis on calidad del agua and evidence available in an institutional context.",Current approaches provide incomplete understanding of contaminación hídrica and its implications for calidad del agua.,Evaluate series temporales for analyzing contaminación hídrica in relation to calidad del agua.,"Data preparation, series temporales, validation and interpretation.",The study identifies patterns and limitations relevant to calidad del agua.,The approach is useful under defined conditions and requires contextual validation.,PRG-014,2025,contaminación hídrica;calidad del agua;series temporales,APPROVED,repo://thesis/180,Gestión Ambiental,calidad del agua,synthetic institutional data
THS-181,Caracterización de riesgo climático en relación con eventos extremos,"Trabajo de grado que analiza riesgo climático mediante series temporales, considerando su relación con eventos extremos en un contexto universitario o aplicado.",Existe conocimiento disperso sobre riesgo climático y no siempre se comprende su relación con eventos extremos.,Analizar riesgo climático mediante series temporales para producir evidencia sobre eventos extremos.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender eventos extremos.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2017,riesgo climático;eventos extremos;series temporales,APPROVED,repo://thesis/181,Gestión Ambiental,eventos extremos,synthetic institutional data
THS-182,Evaluación de análisis espacial para analizar eventos extremos,"Trabajo de grado que analiza eventos extremos mediante análisis espacial, considerando su relación con territorio en un contexto universitario o aplicado.",Existe conocimiento disperso sobre eventos extremos y no siempre se comprende su relación con territorio.,Analizar eventos extremos mediante análisis espacial para producir evidencia sobre territorio.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender territorio.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2018,eventos extremos;territorio;análisis espacial,APPROVED,repo://thesis/182,Gestión Ambiental,territorio,synthetic institutional data
THS-183,Modelo aplicado para el estudio de territorio,"Trabajo de grado que analiza territorio mediante modelamiento ambiental, considerando su relación con climate resilience en un contexto universitario o aplicado.",Existe conocimiento disperso sobre territorio y no siempre se comprende su relación con climate resilience.,Analizar territorio mediante modelamiento ambiental para producir evidencia sobre climate resilience.,,Se identificaron patrones y hallazgos pertinentes para comprender climate resilience.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2019,territorio;climate resilience;modelamiento ambiental,APPROVED,repo://thesis/183,Civil,climate resilience,synthetic institutional data
THS-184,Análisis de patrones asociados con vulnerabilidad,"Trabajo de grado que analiza climate resilience mediante series temporales, considerando su relación con vulnerabilidad en un contexto universitario o aplicado.",Existe conocimiento disperso sobre climate resilience y no siempre se comprende su relación con vulnerabilidad.,Analizar climate resilience mediante series temporales para producir evidencia sobre vulnerabilidad.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2020,climate resilience;vulnerabilidad;series temporales,APPROVED,repo://thesis/184,Gestión Ambiental,vulnerabilidad,synthetic institutional data
THS-185,Caracterización de vulnerabilidad en relación con riesgo climático,"Trabajo de grado que analiza vulnerabilidad mediante análisis espacial, considerando su relación con riesgo climático en un contexto universitario o aplicado.",Existe conocimiento disperso sobre vulnerabilidad y no siempre se comprende su relación con riesgo climático.,Analizar vulnerabilidad mediante análisis espacial para producir evidencia sobre riesgo climático.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender riesgo climático.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2021,vulnerabilidad;riesgo climático;análisis espacial,APPROVED,repo://thesis/185,Gestión Ambiental,riesgo climático,synthetic institutional data
THS-186,Evaluación de modelamiento ambiental para analizar riesgo climático,"Trabajo de grado que analiza riesgo climático mediante modelamiento ambiental, considerando su relación con eventos extremos en un contexto universitario o aplicado.",Existe conocimiento disperso sobre riesgo climático y no siempre se comprende su relación con eventos extremos.,Analizar riesgo climático mediante modelamiento ambiental para producir evidencia sobre eventos extremos.,"Revisión de antecedentes, preparación de datos, modelamiento ambiental y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender eventos extremos.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2022,riesgo climático;eventos extremos;modelamiento ambiental,APPROVED,repo://thesis/186,Ambiental,eventos extremos,synthetic institutional data
THS-187,Modelo aplicado para el estudio de eventos extremos,"Trabajo de grado que analiza eventos extremos mediante series temporales, considerando su relación con territorio en un contexto universitario o aplicado.",Existe conocimiento disperso sobre eventos extremos y no siempre se comprende su relación con territorio.,Analizar eventos extremos mediante series temporales para producir evidencia sobre territorio.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender territorio.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2023,eventos extremos;territorio;series temporales,APPROVED,repo://thesis/187,Ambiental,territorio,synthetic institutional data
THS-188,Análisis de patrones asociados con climate resilience,"Trabajo de grado que analiza territorio mediante análisis espacial, considerando su relación con climate resilience en un contexto universitario o aplicado.",Existe conocimiento disperso sobre territorio y no siempre se comprende su relación con climate resilience.,Analizar territorio mediante análisis espacial para producir evidencia sobre climate resilience.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender climate resilience.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2024,territorio;climate resilience;análisis espacial,APPROVED,repo://thesis/188,Gestión Ambiental,climate resilience,synthetic institutional data
THS-189,Caracterización de climate resilience en relación con vulnerabilidad,"Trabajo de grado que analiza climate resilience mediante modelamiento ambiental, considerando su relación con vulnerabilidad en un contexto universitario o aplicado.",Existe conocimiento disperso sobre climate resilience y no siempre se comprende su relación con vulnerabilidad.,Analizar climate resilience mediante modelamiento ambiental para producir evidencia sobre vulnerabilidad.,"Revisión de antecedentes, preparación de datos, modelamiento ambiental y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2025,climate resilience;vulnerabilidad;modelamiento ambiental,APPROVED,repo://thesis/189,Gestión Ambiental,vulnerabilidad,synthetic institutional data
THS-190,Vulnerabilidad and riesgo climático: a university case study,"This thesis examines vulnerabilidad through series temporales, with emphasis on riesgo climático and evidence available in an institutional context.",Current approaches provide incomplete understanding of vulnerabilidad and its implications for riesgo climático.,Evaluate series temporales for analyzing vulnerabilidad in relation to riesgo climático.,"Data preparation, series temporales, validation and interpretation.",The study identifies patterns and limitations relevant to riesgo climático.,The approach is useful under defined conditions and requires contextual validation.,PRG-015,2026,vulnerabilidad;riesgo climático;series temporales,APPROVED,repo://thesis/190,Civil,riesgo climático,synthetic institutional data
THS-191,Modelo aplicado para el estudio de riesgo climático,"Trabajo de grado que analiza riesgo climático mediante análisis espacial, considerando su relación con eventos extremos en un contexto universitario o aplicado.",Existe conocimiento disperso sobre riesgo climático y no siempre se comprende su relación con eventos extremos.,Analizar riesgo climático mediante análisis espacial para producir evidencia sobre eventos extremos.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender eventos extremos.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2017,riesgo climático;eventos extremos;análisis espacial,APPROVED,repo://thesis/191,Gestión Ambiental,eventos extremos,synthetic institutional data
THS-192,Análisis de patrones asociados con territorio,"Trabajo de grado que analiza eventos extremos mediante modelamiento ambiental, considerando su relación con territorio en un contexto universitario o aplicado.",Existe conocimiento disperso sobre eventos extremos y no siempre se comprende su relación con territorio.,Analizar eventos extremos mediante modelamiento ambiental para producir evidencia sobre territorio.,"Revisión de antecedentes, preparación de datos, modelamiento ambiental y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender territorio.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2018,eventos extremos;territorio;modelamiento ambiental,APPROVED,repo://thesis/192,Gestión Ambiental,territorio,synthetic institutional data
THS-193,Caracterización de territorio en relación con climate resilience,"Trabajo de grado que analiza territorio mediante series temporales, considerando su relación con climate resilience en un contexto universitario o aplicado.",Existe conocimiento disperso sobre territorio y no siempre se comprende su relación con climate resilience.,Analizar territorio mediante series temporales para producir evidencia sobre climate resilience.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender climate resilience.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2019,territorio;climate resilience;series temporales,APPROVED,repo://thesis/193,Gestión Ambiental,climate resilience,synthetic institutional data
THS-194,Evaluación de análisis espacial para analizar climate resilience,"Trabajo de grado que analiza climate resilience mediante análisis espacial, considerando su relación con vulnerabilidad en un contexto universitario o aplicado.",Existe conocimiento disperso sobre climate resilience y no siempre se comprende su relación con vulnerabilidad.,Analizar climate resilience mediante análisis espacial para producir evidencia sobre vulnerabilidad.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2020,climate resilience;vulnerabilidad;análisis espacial,APPROVED,repo://thesis/194,Civil,vulnerabilidad,synthetic institutional data
THS-195,Modelo aplicado para el estudio de vulnerabilidad,"Trabajo de grado que analiza vulnerabilidad mediante modelamiento ambiental, considerando su relación con riesgo climático en un contexto universitario o aplicado.",Existe conocimiento disperso sobre vulnerabilidad y no siempre se comprende su relación con riesgo climático.,Analizar vulnerabilidad mediante modelamiento ambiental para producir evidencia sobre riesgo climático.,"Revisión de antecedentes, preparación de datos, modelamiento ambiental y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender riesgo climático.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2021,vulnerabilidad;riesgo climático;modelamiento ambiental,APPROVED,repo://thesis/195,Gestión Ambiental,riesgo climático,synthetic institutional data
THS-196,Análisis de patrones asociados con eventos extremos,"Trabajo de grado que analiza riesgo climático mediante series temporales, considerando su relación con eventos extremos en un contexto universitario o aplicado.",Existe conocimiento disperso sobre riesgo climático y no siempre se comprende su relación con eventos extremos.,Analizar riesgo climático mediante series temporales para producir evidencia sobre eventos extremos.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender eventos extremos.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2022,riesgo climático;eventos extremos;series temporales,APPROVED,repo://thesis/196,Gestión Ambiental,eventos extremos,synthetic institutional data
THS-197,Caracterización de eventos extremos en relación con territorio,"Trabajo de grado que analiza eventos extremos mediante análisis espacial, considerando su relación con territorio en un contexto universitario o aplicado.",Existe conocimiento disperso sobre eventos extremos y no siempre se comprende su relación con territorio.,Analizar eventos extremos mediante análisis espacial para producir evidencia sobre territorio.,"Revisión de antecedentes, preparación de datos, análisis espacial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender territorio.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2023,eventos extremos;territorio;análisis espacial,APPROVED,repo://thesis/197,Ambiental,territorio,synthetic institutional data
THS-198,Evaluación de modelamiento ambiental para analizar territorio,"Trabajo de grado que analiza territorio mediante modelamiento ambiental, considerando su relación con climate resilience en un contexto universitario o aplicado.",Existe conocimiento disperso sobre territorio y no siempre se comprende su relación con climate resilience.,Analizar territorio mediante modelamiento ambiental para producir evidencia sobre climate resilience.,"Revisión de antecedentes, preparación de datos, modelamiento ambiental y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender climate resilience.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2024,territorio;climate resilience;modelamiento ambiental,APPROVED,repo://thesis/198,Civil,climate resilience,synthetic institutional data
