publication_id,title,abstract,year,publication_type,researchers,keywords,journal_or_event,related_project_id
PUB-097,Eventos Extremos using modelamiento ambiental: evidence from a Latin American university,"This publication reports an applied study on eventos extremos using modelamiento ambiental, emphasizing traceable evidence and contextual validation.",2025,ARTICLE,INV-139;INV-149,eventos extremos;modelamiento ambiental,Journal of Applied Nexus Studies,PRJ-079
PUB-098,Territorio: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre territorio mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-139;INV-149,territorio;series temporales,Journal of Applied Nexus Studies,PRJ-080
PUB-099,Climate resilience: evidencia aplicada mediante análisis espacial,"Publicación que reporta resultados aplicados sobre climate resilience mediante análisis espacial, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-141;INV-143,climate resilience;análisis espacial,Journal of Applied Nexus Studies,PRJ-073
PUB-100,Vulnerabilidad using modelamiento ambiental: evidence from a Latin American university,"This publication reports an applied study on vulnerabilidad using modelamiento ambiental, emphasizing traceable evidence and contextual validation.",2019,ARTICLE,INV-152;INV-136,vulnerabilidad;modelamiento ambiental,Journal of Applied Nexus Studies,PRJ-074
PUB-101,Monitoreo Estructural using sensores: evidence from a Latin American university,"This publication reports an applied study on monitoreo estructural using sensores, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-149;INV-133,monitoreo estructural;sensores,Journal of Applied Nexus Studies,PRJ-081
PUB-102,Infraestructura urbana: evidencia aplicada mediante procesamiento de señales,"Publicación que reporta resultados aplicados sobre infraestructura urbana mediante procesamiento de señales, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-132;INV-146,infraestructura urbana;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-082
PUB-103,Vibraciones: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre vibraciones mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-146;INV-147,vibraciones;detección de anomalías,Journal of Applied Nexus Studies,PRJ-083
PUB-104,Smart Infrastructure using sensores: evidence from a Latin American university,"This publication reports an applied study on smart infrastructure using sensores, emphasizing traceable evidence and contextual validation.",2023,ARTICLE,INV-145;INV-148,smart infrastructure;sensores,Journal of Applied Nexus Studies,PRJ-084
PUB-105,Deterioro: evidencia aplicada mediante procesamiento de señales,"Publicación que reporta resultados aplicados sobre deterioro mediante procesamiento de señales, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-130;INV-145,deterioro;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-085
PUB-106,Monitoreo estructural: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre monitoreo estructural mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-141;INV-146,monitoreo estructural;detección de anomalías,Journal of Applied Nexus Studies,PRJ-086
PUB-107,Infraestructura Urbana using sensores: evidence from a Latin American university,"This publication reports an applied study on infraestructura urbana using sensores, emphasizing traceable evidence and contextual validation.",2026,ARTICLE,INV-132;INV-148,infraestructura urbana;sensores,Journal of Applied Nexus Studies,PRJ-087
PUB-108,Vibraciones: evidencia aplicada mediante procesamiento de señales,"Publicación que reporta resultados aplicados sobre vibraciones mediante procesamiento de señales, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-144;INV-136,vibraciones;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-088
PUB-109,Smart infrastructure: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre smart infrastructure mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-144;INV-134,smart infrastructure;detección de anomalías,Journal of Applied Nexus Studies,PRJ-081
PUB-110,Deterioro using sensores: evidence from a Latin American university,"This publication reports an applied study on deterioro using sensores, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-148;INV-136,deterioro;sensores,Journal of Applied Nexus Studies,PRJ-082
PUB-111,Consumo Energético using series temporales: evidence from a Latin American university,"This publication reports an applied study on consumo energético using series temporales, emphasizing traceable evidence and contextual validation.",2021,ARTICLE,INV-180;INV-157,,Journal of Applied Nexus Studies,PRJ-089
PUB-112,Eficiencia energética: evidencia aplicada mediante optimización,"Publicación que reporta resultados aplicados sobre eficiencia energética mediante optimización, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-180;INV-173,eficiencia energética;optimización,Journal of Applied Nexus Studies,PRJ-090
PUB-113,Edificios: evidencia aplicada mediante IoT,"Publicación que reporta resultados aplicados sobre edificios mediante IoT, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-180;INV-167,edificios;IoT,Journal of Applied Nexus Studies,PRJ-091
PUB-114,Energy Optimization using series temporales: evidence from a Latin American university,"This publication reports an applied study on energy optimization using series temporales, emphasizing traceable evidence and contextual validation.",2024,ARTICLE,INV-167;INV-156,energy optimization;series temporales,Journal of Applied Nexus Studies,PRJ-092
PUB-115,Demanda: evidencia aplicada mediante optimización,"Publicación que reporta resultados aplicados sobre demanda mediante optimización, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-166;INV-179,demanda;optimización,Journal of Applied Nexus Studies,PRJ-093
PUB-116,Consumo energético: evidencia aplicada mediante IoT,"Publicación que reporta resultados aplicados sobre consumo energético mediante IoT, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-177;INV-157,consumo energético;IoT,Journal of Applied Nexus Studies,PRJ-094
PUB-117,Eficiencia Energética using series temporales: evidence from a Latin American university,"This publication reports an applied study on eficiencia energética using series temporales, emphasizing traceable evidence and contextual validation.",2018,ARTICLE,INV-166;INV-172,eficiencia energética;series temporales,Journal of Applied Nexus Studies,PRJ-095
PUB-118,Edificios: evidencia aplicada mediante optimización,"Publicación que reporta resultados aplicados sobre edificios mediante optimización, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-169;INV-170,edificios;optimización,Journal of Applied Nexus Studies,PRJ-096
PUB-119,Energy optimization: evidencia aplicada mediante IoT,"Publicación que reporta resultados aplicados sobre energy optimization mediante IoT, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-156;INV-166,energy optimization;IoT,Journal of Applied Nexus Studies,PRJ-089
PUB-120,Demanda using series temporales: evidence from a Latin American university,"This publication reports an applied study on demanda using series temporales, emphasizing traceable evidence and contextual validation.",2021,ARTICLE,INV-167;INV-174,demanda;series temporales,Journal of Applied Nexus Studies,PRJ-090
PUB-121,Fraude Financiero using detección de anomalías: evidence from a Latin American university,"This publication reports an applied study on fraude financiero using detección de anomalías, emphasizing traceable evidence and contextual validation.",2022,ARTICLE,INV-095;INV-097,fraude financiero;detección de anomalías,Journal of Applied Nexus Studies,PRJ-097
PUB-122,Transacciones atípicas: evidencia aplicada mediante aprendizaje automático,"Publicación que reporta resultados aplicados sobre transacciones atípicas mediante aprendizaje automático, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-088;INV-086,transacciones atípicas;aprendizaje automático,Journal of Applied Nexus Studies,PRJ-098
PUB-123,Financial anomaly: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre financial anomaly mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-092;INV-084,financial anomaly;series temporales,Journal of Applied Nexus Studies,PRJ-099
PUB-124,Operaciones Sospechosas using detección de anomalías: evidence from a Latin American university,"This publication reports an applied study on operaciones sospechosas using detección de anomalías, emphasizing traceable evidence and contextual validation.",2025,ARTICLE,INV-084;INV-080,operaciones sospechosas;detección de anomalías,Journal of Applied Nexus Studies,PRJ-100
PUB-125,Riesgo: evidencia aplicada mediante aprendizaje automático,"Publicación que reporta resultados aplicados sobre riesgo mediante aprendizaje automático, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-083;INV-080,riesgo;aprendizaje automático,Journal of Applied Nexus Studies,PRJ-101
PUB-126,Fraude financiero: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre fraude financiero mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-090;INV-098,fraude financiero;series temporales,Journal of Applied Nexus Studies,PRJ-102
PUB-127,Transacciones Atípicas using detección de anomalías: evidence from a Latin American university,"This publication reports an applied study on transacciones atípicas using detección de anomalías, emphasizing traceable evidence and contextual validation.",2019,ARTICLE,INV-076;INV-087,transacciones atípicas;detección de anomalías,Journal of Applied Nexus Studies,PRJ-103
PUB-128,Financial anomaly: evidencia aplicada mediante aprendizaje automático,"Publicación que reporta resultados aplicados sobre financial anomaly mediante aprendizaje automático, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-099;INV-096,financial anomaly;aprendizaje automático,Journal of Applied Nexus Studies,PRJ-104
PUB-129,Operaciones sospechosas: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre operaciones sospechosas mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-086;INV-098,operaciones sospechosas;series temporales,Journal of Applied Nexus Studies,PRJ-097
PUB-130,Riesgo using detección de anomalías: evidence from a Latin American university,"This publication reports an applied study on riesgo using detección de anomalías, emphasizing traceable evidence and contextual validation.",2022,ARTICLE,INV-091;INV-080,riesgo;detección de anomalías,Journal of Applied Nexus Studies,PRJ-098
PUB-131,Riesgo Crediticio using IA explicable: evidence from a Latin American university,"This publication reports an applied study on riesgo crediticio using IA explicable, emphasizing traceable evidence and contextual validation.",2023,ARTICLE,INV-089;INV-074,riesgo crediticio;IA explicable,Journal of Applied Nexus Studies,PRJ-105
PUB-132,Transparencia: evidencia aplicada mediante modelamiento estadístico,"Publicación que reporta resultados aplicados sobre transparencia mediante modelamiento estadístico, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-099;INV-084,transparencia;modelamiento estadístico,Journal of Applied Nexus Studies,PRJ-106
PUB-133,Credit scoring: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre credit scoring mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-078;INV-096,credit scoring;clasificación,Journal of Applied Nexus Studies,PRJ-107
PUB-134,Decisiones Explicables using IA explicable: evidence from a Latin American university,"This publication reports an applied study on decisiones explicables using IA explicable, emphasizing traceable evidence and contextual validation.",2026,ARTICLE,INV-077;INV-090,decisiones explicables;IA explicable,Journal of Applied Nexus Studies,PRJ-108
PUB-135,Incumplimiento: evidencia aplicada mediante modelamiento estadístico,"Publicación que reporta resultados aplicados sobre incumplimiento mediante modelamiento estadístico, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-081;INV-083,incumplimiento;modelamiento estadístico,Journal of Applied Nexus Studies,PRJ-109
PUB-136,Riesgo crediticio: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre riesgo crediticio mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-094;INV-087,riesgo crediticio;clasificación,Journal of Applied Nexus Studies,PRJ-110
PUB-137,Transparencia using IA explicable: evidence from a Latin American university,"This publication reports an applied study on transparencia using IA explicable, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-080;INV-098,transparencia;IA explicable,Journal of Applied Nexus Studies,PRJ-111
PUB-138,Credit scoring: evidencia aplicada mediante modelamiento estadístico,"Publicación que reporta resultados aplicados sobre credit scoring mediante modelamiento estadístico, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-095;INV-082,credit scoring;modelamiento estadístico,Journal of Applied Nexus Studies,PRJ-112
PUB-139,Decisiones explicables: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre decisiones explicables mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-080;INV-095,decisiones explicables;clasificación,Journal of Applied Nexus Studies,PRJ-105
PUB-140,Incumplimiento using IA explicable: evidence from a Latin American university,"This publication reports an applied study on incumplimiento using IA explicable, emphasizing traceable evidence and contextual validation.",2023,ARTICLE,INV-086;INV-075,incumplimiento;IA explicable,Journal of Applied Nexus Studies,PRJ-106
PUB-141,Logística using optimización combinatoria: evidence from a Latin American university,"This publication reports an applied study on logística using optimización combinatoria, emphasizing traceable evidence and contextual validation.",2024,ARTICLE,INV-029;INV-034,logística;optimización combinatoria,Journal of Applied Nexus Studies,PRJ-113
PUB-142,Ruteo: evidencia aplicada mediante investigación de operaciones,"Publicación que reporta resultados aplicados sobre ruteo mediante investigación de operaciones, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-009;INV-019,ruteo;investigación de operaciones,Journal of Applied Nexus Studies,PRJ-114
PUB-143,Última milla: evidencia aplicada mediante simulación,"Publicación que reporta resultados aplicados sobre última milla mediante simulación, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-012;INV-035,última milla;simulación,Journal of Applied Nexus Studies,PRJ-115
PUB-144,Resource Allocation using optimización combinatoria: evidence from a Latin American university,"This publication reports an applied study on resource allocation using optimización combinatoria, emphasizing traceable evidence and contextual validation.",2018,ARTICLE,INV-013;INV-010,resource allocation;optimización combinatoria,Journal of Applied Nexus Studies,PRJ-116
PUB-145,Distribución: evidencia aplicada mediante investigación de operaciones,"Publicación que reporta resultados aplicados sobre distribución mediante investigación de operaciones, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-029;INV-004,distribución;investigación de operaciones,Journal of Applied Nexus Studies,PRJ-117
PUB-146,Logística: evidencia aplicada mediante simulación,"Publicación que reporta resultados aplicados sobre logística mediante simulación, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-025;INV-022,logística;simulación,Journal of Applied Nexus Studies,PRJ-118
PUB-147,Ruteo using optimización combinatoria: evidence from a Latin American university,"This publication reports an applied study on ruteo using optimización combinatoria, emphasizing traceable evidence and contextual validation.",2021,ARTICLE,INV-041;INV-032,ruteo;optimización combinatoria,Journal of Applied Nexus Studies,PRJ-119
PUB-148,Última milla: evidencia aplicada mediante investigación de operaciones,"Publicación que reporta resultados aplicados sobre última milla mediante investigación de operaciones, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-016;INV-030,,Journal of Applied Nexus Studies,PRJ-120
PUB-149,Resource allocation: evidencia aplicada mediante simulación,"Publicación que reporta resultados aplicados sobre resource allocation mediante simulación, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-040;INV-017,resource allocation;simulación,Journal of Applied Nexus Studies,PRJ-113
PUB-150,Distribución using optimización combinatoria: evidence from a Latin American university,"This publication reports an applied study on distribución using optimización combinatoria, emphasizing traceable evidence and contextual validation.",2024,ARTICLE,INV-024;INV-005,distribución;optimización combinatoria,Journal of Applied Nexus Studies,PRJ-114
PUB-151,Mantenimiento Predictivo using procesamiento de señales: evidence from a Latin American university,"This publication reports an applied study on mantenimiento predictivo using procesamiento de señales, emphasizing traceable evidence and contextual validation.",2025,ARTICLE,INV-029;INV-033,mantenimiento predictivo;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-121
PUB-152,Fallas: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre fallas mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-026;INV-034,fallas;series temporales,Journal of Applied Nexus Studies,PRJ-122
PUB-153,Vibraciones: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre vibraciones mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-031;INV-042,vibraciones;detección de anomalías,Journal of Applied Nexus Studies,PRJ-123
PUB-154,Predictive Maintenance using procesamiento de señales: evidence from a Latin American university,"This publication reports an applied study on predictive maintenance using procesamiento de señales, emphasizing traceable evidence and contextual validation.",2019,ARTICLE,INV-031;INV-030,predictive maintenance;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-124
PUB-155,Activos industriales: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre activos industriales mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-028;INV-026,activos industriales;series temporales,Journal of Applied Nexus Studies,PRJ-125
PUB-156,Mantenimiento predictivo: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre mantenimiento predictivo mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-030;INV-040,mantenimiento predictivo;detección de anomalías,Journal of Applied Nexus Studies,PRJ-126
PUB-157,Fallas using procesamiento de señales: evidence from a Latin American university,"This publication reports an applied study on fallas using procesamiento de señales, emphasizing traceable evidence and contextual validation.",2022,ARTICLE,INV-027;INV-039,fallas;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-127
PUB-158,Vibraciones: evidencia aplicada mediante series temporales,"Publicación que reporta resultados aplicados sobre vibraciones mediante series temporales, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-007;INV-021,vibraciones;series temporales,Journal of Applied Nexus Studies,PRJ-128
PUB-159,Predictive maintenance: evidencia aplicada mediante detección de anomalías,"Publicación que reporta resultados aplicados sobre predictive maintenance mediante detección de anomalías, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-010;INV-042,predictive maintenance;detección de anomalías,Journal of Applied Nexus Studies,PRJ-121
PUB-160,Activos Industriales using procesamiento de señales: evidence from a Latin American university,"This publication reports an applied study on activos industriales using procesamiento de señales, emphasizing traceable evidence and contextual validation.",2025,ARTICLE,INV-027;INV-013,activos industriales;procesamiento de señales,Journal of Applied Nexus Studies,PRJ-122
PUB-161,Comportamiento De Usuarios using ciberseguridad: evidence from a Latin American university,"This publication reports an applied study on comportamiento de usuarios using ciberseguridad, emphasizing traceable evidence and contextual validation.",2026,ARTICLE,INV-033;INV-007,comportamiento de usuarios;ciberseguridad,Journal of Applied Nexus Studies,PRJ-129
PUB-162,Phishing: evidencia aplicada mediante modelamiento de comportamiento,"Publicación que reporta resultados aplicados sobre phishing mediante modelamiento de comportamiento, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-004;INV-021,phishing;modelamiento de comportamiento,Journal of Applied Nexus Studies,PRJ-130
PUB-163,Riesgo humano: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre riesgo humano mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-029;INV-012,riesgo humano;clasificación,Journal of Applied Nexus Studies,PRJ-131
PUB-164,Behavioral Cybersecurity using ciberseguridad: evidence from a Latin American university,"This publication reports an applied study on behavioral cybersecurity using ciberseguridad, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-041;INV-028,behavioral cybersecurity;ciberseguridad,Journal of Applied Nexus Studies,PRJ-132
PUB-165,Incidentes: evidencia aplicada mediante modelamiento de comportamiento,"Publicación que reporta resultados aplicados sobre incidentes mediante modelamiento de comportamiento, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-006;INV-009,incidentes;modelamiento de comportamiento,Journal of Applied Nexus Studies,PRJ-133
PUB-166,Comportamiento de usuarios: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre comportamiento de usuarios mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-032;INV-016,comportamiento de usuarios;clasificación,Journal of Applied Nexus Studies,PRJ-134
PUB-167,Phishing using ciberseguridad: evidence from a Latin American university,"This publication reports an applied study on phishing using ciberseguridad, emphasizing traceable evidence and contextual validation.",2023,ARTICLE,INV-033;INV-040,phishing;ciberseguridad,Journal of Applied Nexus Studies,PRJ-135
PUB-168,Riesgo humano: evidencia aplicada mediante modelamiento de comportamiento,"Publicación que reporta resultados aplicados sobre riesgo humano mediante modelamiento de comportamiento, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-022;INV-035,riesgo humano;modelamiento de comportamiento,Journal of Applied Nexus Studies,PRJ-136
PUB-169,Behavioral cybersecurity: evidencia aplicada mediante clasificación,"Publicación que reporta resultados aplicados sobre behavioral cybersecurity mediante clasificación, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-039;INV-029,behavioral cybersecurity;clasificación,Journal of Applied Nexus Studies,PRJ-129
PUB-170,Incidentes using ciberseguridad: evidence from a Latin American university,"This publication reports an applied study on incidentes using ciberseguridad, emphasizing traceable evidence and contextual validation.",2026,ARTICLE,INV-020;INV-037,incidentes;ciberseguridad,Journal of Applied Nexus Studies,PRJ-130
PUB-171,Producción Científica using NLP: evidence from a Latin American university,"This publication reports an applied study on producción científica using NLP, emphasizing traceable evidence and contextual validation.",2018,ARTICLE,INV-177;INV-163,producción científica;NLP,Journal of Applied Nexus Studies,PRJ-137
PUB-172,Tendencias de investigación: evidencia aplicada mediante grafos,"Publicación que reporta resultados aplicados sobre tendencias de investigación mediante grafos, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-179;INV-176,tendencias de investigación;grafos,Journal of Applied Nexus Studies,PRJ-138
PUB-173,Bibliometría: evidencia aplicada mediante recuperación de información,"Publicación que reporta resultados aplicados sobre bibliometría mediante recuperación de información, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-179;INV-176,bibliometría;recuperación de información,Journal of Applied Nexus Studies,PRJ-139
PUB-174,Research Intelligence using NLP: evidence from a Latin American university,"This publication reports an applied study on research intelligence using NLP, emphasizing traceable evidence and contextual validation.",2021,ARTICLE,INV-180;INV-175,research intelligence;NLP,Journal of Applied Nexus Studies,PRJ-140
PUB-175,Colaboración: evidencia aplicada mediante grafos,"Publicación que reporta resultados aplicados sobre colaboración mediante grafos, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-157;INV-166,colaboración;grafos,Journal of Applied Nexus Studies,PRJ-141
PUB-176,Producción científica: evidencia aplicada mediante recuperación de información,"Publicación que reporta resultados aplicados sobre producción científica mediante recuperación de información, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-158;INV-174,producción científica;recuperación de información,Journal of Applied Nexus Studies,PRJ-142
PUB-177,Tendencias De Investigación using NLP: evidence from a Latin American university,"This publication reports an applied study on tendencias de investigación using NLP, emphasizing traceable evidence and contextual validation.",2024,ARTICLE,INV-169;INV-171,tendencias de investigación;NLP,Journal of Applied Nexus Studies,PRJ-143
PUB-178,Bibliometría: evidencia aplicada mediante grafos,"Publicación que reporta resultados aplicados sobre bibliometría mediante grafos, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-178;INV-170,bibliometría;grafos,Journal of Applied Nexus Studies,PRJ-144
PUB-179,Research intelligence: evidencia aplicada mediante recuperación de información,"Publicación que reporta resultados aplicados sobre research intelligence mediante recuperación de información, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-167;INV-160,research intelligence;recuperación de información,Journal of Applied Nexus Studies,PRJ-137
PUB-180,Colaboración using NLP: evidence from a Latin American university,"This publication reports an applied study on colaboración using NLP, emphasizing traceable evidence and contextual validation.",2018,ARTICLE,INV-173;INV-171,colaboración;NLP,Journal of Applied Nexus Studies,PRJ-138
PUB-181,Desarrollo Territorial using analítica socioeconómica: evidence from a Latin American university,"This publication reports an applied study on desarrollo territorial using analítica socioeconómica, emphasizing traceable evidence and contextual validation.",2019,ARTICLE,INV-079;INV-080,desarrollo territorial;analítica socioeconómica,Journal of Applied Nexus Studies,PRJ-145
PUB-182,Capacidades locales: evidencia aplicada mediante evaluación de impacto,"Publicación que reporta resultados aplicados sobre capacidades locales mediante evaluación de impacto, con énfasis en evidencia trazable y validación contextual.",2020,ARTICLE,INV-074;INV-075,capacidades locales;evaluación de impacto,Journal of Applied Nexus Studies,PRJ-146
PUB-183,Innovación social: evidencia aplicada mediante análisis territorial,"Publicación que reporta resultados aplicados sobre innovación social mediante análisis territorial, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-084;INV-089,innovación social;análisis territorial,Journal of Applied Nexus Studies,PRJ-147
PUB-184,Regional Development using analítica socioeconómica: evidence from a Latin American university,"This publication reports an applied study on regional development using analítica socioeconómica, emphasizing traceable evidence and contextual validation.",2022,ARTICLE,INV-075;INV-077,regional development;analítica socioeconómica,Journal of Applied Nexus Studies,PRJ-148
PUB-185,Brechas: evidencia aplicada mediante evaluación de impacto,"Publicación que reporta resultados aplicados sobre brechas mediante evaluación de impacto, con énfasis en evidencia trazable y validación contextual.",2023,ARTICLE,INV-080;INV-081,,Journal of Applied Nexus Studies,PRJ-149
PUB-186,Desarrollo territorial: evidencia aplicada mediante análisis territorial,"Publicación que reporta resultados aplicados sobre desarrollo territorial mediante análisis territorial, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-078;INV-091,desarrollo territorial;análisis territorial,Journal of Applied Nexus Studies,PRJ-150
PUB-187,Capacidades Locales using analítica socioeconómica: evidence from a Latin American university,"This publication reports an applied study on capacidades locales using analítica socioeconómica, emphasizing traceable evidence and contextual validation.",2025,ARTICLE,INV-095;INV-077,capacidades locales;analítica socioeconómica,Journal of Applied Nexus Studies,PRJ-151
PUB-188,Innovación social: evidencia aplicada mediante evaluación de impacto,"Publicación que reporta resultados aplicados sobre innovación social mediante evaluación de impacto, con énfasis en evidencia trazable y validación contextual.",2026,ARTICLE,INV-094;INV-074,innovación social;evaluación de impacto,Journal of Applied Nexus Studies,PRJ-152
PUB-189,Regional development: evidencia aplicada mediante análisis territorial,"Publicación que reporta resultados aplicados sobre regional development mediante análisis territorial, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-080;INV-075,regional development;análisis territorial,Journal of Applied Nexus Studies,PRJ-145
PUB-190,Brechas using analítica socioeconómica: evidence from a Latin American university,"This publication reports an applied study on brechas using analítica socioeconómica, emphasizing traceable evidence and contextual validation.",2019,ARTICLE,INV-085;INV-082,brechas;analítica socioeconómica,Journal of Applied Nexus Studies,PRJ-146
PUB-191,Resiliencia Urbana using analítica interdisciplinaria: evidence from a Latin American university,"This publication reports an applied study on resiliencia urbana using analítica interdisciplinaria, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-139;INV-131,resiliencia urbana;analítica interdisciplinaria,Journal of Applied Nexus Studies,PRJ-153
PUB-192,Salud pública: evidencia aplicada mediante modelamiento de riesgo,"Publicación que reporta resultados aplicados sobre salud pública mediante modelamiento de riesgo, con énfasis en evidencia trazable y validación contextual.",2021,ARTICLE,INV-137;INV-146,salud pública;modelamiento de riesgo,Journal of Applied Nexus Studies,PRJ-154
PUB-193,Infraestructura: evidencia aplicada mediante integración de datos,"Publicación que reporta resultados aplicados sobre infraestructura mediante integración de datos, con énfasis en evidencia trazable y validación contextual.",2022,ARTICLE,INV-150;INV-154,infraestructura;integración de datos,Journal of Applied Nexus Studies,PRJ-155
PUB-194,Environmental Extremes using analítica interdisciplinaria: evidence from a Latin American university,"This publication reports an applied study on environmental extremes using analítica interdisciplinaria, emphasizing traceable evidence and contextual validation.",2023,ARTICLE,INV-128;INV-147,environmental extremes;analítica interdisciplinaria,Journal of Applied Nexus Studies,PRJ-156
PUB-195,Vulnerabilidad socioeconómica: evidencia aplicada mediante modelamiento de riesgo,"Publicación que reporta resultados aplicados sobre vulnerabilidad socioeconómica mediante modelamiento de riesgo, con énfasis en evidencia trazable y validación contextual.",2024,ARTICLE,INV-133;INV-130,vulnerabilidad socioeconómica;modelamiento de riesgo,Journal of Applied Nexus Studies,PRJ-157
PUB-196,Resiliencia urbana: evidencia aplicada mediante integración de datos,"Publicación que reporta resultados aplicados sobre resiliencia urbana mediante integración de datos, con énfasis en evidencia trazable y validación contextual.",2025,ARTICLE,INV-150;INV-130,resiliencia urbana;integración de datos,Journal of Applied Nexus Studies,PRJ-158
